card_id	level_requirements	quest	hitpoints	unique_drops	notes	slayer_requirement	attack_styles	equipment_slot	weapon_type	attack_speed	max_hit	aggression	hazards
npc.lesser_demon_champion.3357			148				Melee, Magic			4	15 (melee), 14 (Magic)	Aggressive	
npc.lev.2619			60				Melee			4	2	Non-aggressive	
npc.liliya.2632			60				Melee			4	2	Non-aggressive	
npc.lizard.458			40			22	Melee			4	5	Aggressive	
npc.lizardman.6914			60				Melee, Ranged			4	7, 9	Aggressive	Poison
npc.lizardman_brute.6918			60				Melee, Ranged			4	11	Aggressive	Poison
npc.lizardman_shaman.6766			150				Melee, Ranged			4	31 (Melee), 21 (Ranged)	Aggressive	Poison
npc.loar_shade.1277			38				Melee			4	4	Aggressive	
npc.lobstrosity.7796			50				Melee			4	9	Aggressive	
npc.locust.11584			27				Melee			4	3	Aggressive	
npc.locust_rider.795			90				Melee			6, 4	15	Aggressive	
npc.long_tailed_wyvern.7792			200			66	Melee, Typeless Ranged, Icy Breath			6	13 (Melee), 10 (Ranged), 10 (Icy breath with Elemental shield)	Aggressive	
npc.lost_barbarian.2921			124				Melee			4	12	Non-aggressive	
npc.lowerniel_drakan.16204			3000				Melee			4	69	Aggressive	
npc.lucien.13607			17				Melee			4	2	Non-aggressive	
npc.lucius.14363			180				Magic			4	24 (magic), 34 (special attack)	Aggressive	
npc.lynx.11068			25, 30				Melee			4	3	Non-aggressive	
npc.lynx_tamer.11071			22				Melee			4	3	Non-aggressive	
npc.maggot_king.15742			1500				Ranged, Magic, Melee			varies	46 (Magic, Ranged), ~55 (Melee lunge)	Aggressive	Poison
npc.magic_axe.2844			44				Melee			4	5	Aggressive	
npc.magic_mark.13663			1500, 3500				Magic			5	18	Aggressive	
npc.magma_strykewyrm.15504			340			62	Melee, Ranged			5	26	Non-aggressive	
npc.malevolent_mage.7396			175			45	Magic			4	20	Non-aggressive	
npc.mammoth.6604			130				Melee			4	7	Aggressive	
npc.man			13				Melee			4	1	Non-aggressive	
npc.maniacal_monkey.6803			65				Melee			4	18	Aggressive	
npc.maniacal_monkey_archer.7119			60				Ranged			4	24	Aggressive	
npc.manticore.12818			250				Melee, Ranged, Magic			10	31 (Melee), 36 (Ranged), 31 (Magic)	Aggressive	Venom
npc.marble_gargoyle.7407			270			75	Melee, Ranged, Magic			4	26 (melee)	Non-aggressive	
npc.market_guard.2120			22				Melee			3	3	Non-aggressive	
npc.mature_custodian_stalker.14703			190			67	Melee, Magic			4	8	Aggressive	
npc.maxilla_beast.16233			200								53		
npc.me.785			45				Melee			4	9	Aggressive	
npc.melzar_the_mad.823			44				Magic, Melee			4	5	Aggressive	
npc.menaphite_akh.11492			480				Melee			4	? (melee), 80 (lightning)	Aggressive	
npc.menaphite_shadow.11462			50				Ranged, Magic			4	22	Aggressive	
npc.menaphite_thug.3549			60				Melee			4	7	Non-aggressive	
npc.mercenary.4656			60				Melee			4	5	Yes, if wielding a weapon.	
npc.mercenary_axeman.13535			110				Melee			5	22	Aggressive	
npc.mercenary_captain.4635			80				Melee			4	5	Non-aggressive	
npc.mercenary_mage.13537			150				Magic			5	5	Non-aggressive	
npc.milla.2624			60				Melee			4	2	Non-aggressive	
npc.mind_golem.10693			40				Melee			5	5	Non-aggressive	
npc.minotaur.2481			10				Melee			4	2	Non-aggressive	
npc.mirrorback_araxyte.13671			58			92	Melee			6	15	Aggressive	Poison
npc.mister_u.15679			100				Melee			5	11	Non-aggressive	
npc.mithril_dragon.2919			254	Dragon full helm			Dragonfire, Magic, Melee, Ranged			4	28	Aggressive	
npc.mogre.2592			48			32	Melee			6	8	Aggressive	
npc.molanisk.1			52			39	Melee			4	5	Aggressive	
npc.monk.2579			15				Melee			4	1	Non-aggressive	
npc.monk_of_zamorak.527			20				Magic, Melee			4	3	Aggressive	
npc.monkey.1038			6				Melee				1	Non-aggressive	
npc.monkey_archer.5272			50				Ranged			4	20	Yes (unless the player is holding a monkey greegree)	
npc.monkey_guard.5271			130				Melee			4	14	Yes, unless you are wielding a Greegree of any kind, after completing Monkey Madness II	
npc.monkey_zombie.5281			60, 90				Melee			4	7, 12	Aggressive	
npc.monstrous_basilisk.7395			170			40	Melee			4	11	Non-aggressive	
npc.moonlight_cockatrice.13030			52			25	Melee			4	6	Non-aggressive	
npc.mosquito_swarm.6273			9, 15				Melee			2	1	Aggressive	
npc.moss_giant.2090			60	Mossy key			Melee			6	6	Aggressive	
npc.moss_guardian.891			120				Magic, Melee			6	14	Aggressive	
npc.mosschin.11271			120				Melee, Magic			4	10	Aggressive	
npc.mother.8428			235				Ranged, Melee			4	16	Aggressive	
npc.mountain_troll.936			90				Melee			6	11	Aggressive	
npc.mounted_terrorbird_gnome.2067			36				Melee			4	3	Non-aggressive	
npc.mourner.8844			19, 105				Melee			4	2, 10	No, Yes unless wearing full mourner gear	
npc.mouse.5127			70				Melee			4	9	Aggressive	
npc.mudskipper.4820			20				Melee			4	4	Non-aggressive	
npc.mummy.717			1				Melee				1	Aggressive	
npc.mutant_tarn.6477			80			40	Melee, Magic			4	9	Aggressive	
npc.mutated_bloodveld.7276			170			50	Magical Melee			4	12	Non-aggressive	
npc.mutated_terrorbird.12464			320			56	Ranged, Melee			4	16	Non-aggressive	
npc.mutated_tortoise.12465			440			56	Melee			4	18	Non-aggressive	
npc.mute_jack.15681			100				Melee			5	11	Aggressive	
npc.myre_blamish_snail.2634			8				Ranged			4	2	Aggressive	
npc.mysterious_figure.12300			450				All			4	18	Aggressive	
npc.naiatli.13838					Mandatory scripted unarmed confrontation in Death on the Isle		Melee						
npc.nail_beast.2946			55				Melee			8	2	Aggressive	
npc.narf.3280			7				Melee			4	1	Non-aggressive	
npc.narwhal.15202			187				Melee			4	7	Non-aggressive	
npc.nazastarool.5353			70, 80				Melee			4	9, 8	Aggressive	
npc.nechryael.8			105	Rune boots		80	Melee			4	11	Non-aggressive	
npc.nechryarch.7411			320			80	Melee			4	27	Non-aggressive	
npc.necromancer.1025			40				Melee			4	3	Aggressive	
npc.newtroost.3605			18				Melee			4	3	Aggressive	
npc.nex.11278			3400				Magic, Ranged, Melee			4	33 (Magic), 60 (Ranged), 27 (Melee), 50 (Smoke Dash), 50 (Shadow Smash), 80 (Blood Sacrifice), 60 (Containment), 75 (Ice Prison)	Aggressive	Poison
npc.nezikchened.3962			150				Melee, Magic			5	18 (Melee & Magic), ~20 (Dark Dagger)	Aggressive	
npc.night_beast.7409			550			90	Melee, Magic			4	31	Non-aggressive	
npc.nikita.2629			60				Melee			4	2	Non-aggressive	
npc.nikolai.2617			60				Melee			4	2	Non-aggressive	
npc.nuclear_smoke_devil.7406			240			93	Magical Ranged			4	29	Non-aggressive	
npc.nylocas_athanatos.8384			30, 180							No	1, 11	Non-aggressive	
npc.nylocas_hagios.8344			11, 22, 2, 3				Magic			3	17, 24, 5, 10	Non-aggressive	
npc.nylocas_ischyros.8342			11, 22, 2, 3				Melee			3	17, 24, 5, 10	Non-aggressive	
npc.nylocas_matomenos.8366			64, Varies							No	11	Non-aggressive	
npc.nylocas_prinkipas.10804			400				Melee, Magic, Ranged			4	38	Aggressive	
npc.nylocas_toxobolos.8343			11, 22, 2, 3				Ranged			3	17, 24, 5, 10	Non-aggressive	
npc.nylocas_vasilias.8355			1440, 2500				Melee, Magic, Ranged			4	24, 70, 105	Aggressive	
npc.oaky_doak.15677			100				Melee			5	11	Aggressive	
npc.obor.7416			120				Melee, Ranged			6	22 (Melee), 26 (Ranged)	Aggressive	
npc.ocelot.14545			40				Melee			4	3	Aggressive	
npc.ocga.4108			10				Melee			4	1	Non-aggressive	
npc.ochre_blamish_snail.2646			10				Ranged			6	2	Aggressive	
npc.ogre.136			60				Melee			6, 4	7	Aggressive	
npc.ogre_chieftain.4362			60				Melee			4	9	Non-aggressive	
npc.ogre_shaman.4382			1				Magic			4	30	No (unless talked to)	
npc.ogress_shaman.7991			82				Magic			4	8	Aggressive	
npc.ogress_warrior.7989			82				Melee			4	8	Aggressive	
npc.oipuis.5259			130				Melee			4	14	Aggressive	
npc.old_jack.15680			100				Melee			5	11	Aggressive	
npc.oomlie_bird.2062			40				Melee			4	5	Non-aggressive	
npc.orca.15204			370				Melee			4	13	Non-aggressive	
npc.ork.2237			110				Melee			5	12	Aggressive	
npc.oryx.13006			19				Melee			4	2	Non-aggressive	
npc.osprey.15222			72				Melee			4	6	Non-aggressive	
npc.othainian.8994			87				Melee			4	9	Aggressive	
npc.otherworldly_being.2843			66				Melee			4	7	Non-aggressive	
npc.ouhai.5261			130				Melee			4	14	Aggressive	
npc.outlaw.4167			20				Melee			4	3	Non-aggressive	
npc.padulah.5263			130				Melee			4	20+	Aggressive	
npc.paladin.1144			57				Melee			5	8	Non-aggressive	
npc.palmer.3869			50				Melee			4	4	Non-aggressive	
npc.parasite.9452			40, 80				Ranged, Magic			4	10, 12	Aggressive	
npc.passionate_supporter.12833			10				Melee			4	1	Non-aggressive	
npc.pee_hat.927			120				Melee			6	23	Aggressive	
npc.penance_fighter.5739			28, 29, 32, 37, 38, 49, 50, 55, 56				Melee			4	4, 3, 5, 6, 7, 8	Aggressive	
npc.penance_queen.5775			250				Melee, Single And Multi-Target Ranged			4	13 (Ranged), 5 (Melee)	Aggressive	
npc.penance_ranger.5757			20, 28, 29, 34, 41, 50, 54, 58				Ranged			4	3, 4, 5, 6, 7, 8, 9	Aggressive	
npc.penda.4109			10				Melee			4	1	Non-aggressive	
npc.penguin.2063			4				Melee				1	Non-aggressive	
npc.persten_the_deceitful.12333			200				Magic			4	32	Aggressive	
npc.pestilent_bloat.8359			1280, 2000, 2400				Ranged			1	8 (Flies), 40 (Stomp), 20 (Flies), 80 (Stomp)	Aggressive	
npc.phantom_hand.10957			12				Melee			4	6	Aggressive	
npc.phantom_muspah.12077			850, 75				Ranged, Magic, Melee, Typeless			6, 5	61 (Ranged), 72 (Magic), 34, 20 (Lightning cloud), 72 (Ranged), 79 (Magic), 80 (Shockwave)	Aggressive	
npc.phosani_s_nightmare.9416			3200				Melee, Ranged, Magic			6	73 (melee), 80 (magic, ranged), ~85 (dash)	Aggressive	
npc.pirate.521			20				Melee			5, 4	3	Non-aggressive	
npc.pirate_guard.4926			25				Melee			4	3	Non-aggressive	
npc.pit_scorpion.3026			32				Melee			4	3	Aggressive	
npc.plague_frog.11586			10				Melee			4	2	Aggressive	
npc.poison_scorpion.3025			23				Melee			4	3	Aggressive	Poison
npc.poison_spider.3023			64				Melee			4	7	Aggressive	Poison
npc.poltenip.4758			22				Melee			4	3	Non-aggressive	
npc.porazdir.7860			320				Magic, Melee			6	43 (Magic), 16 (Melee)	Non-aggressive	
npc.porcupine.13968			5				Melee			4	1	Non-aggressive	
npc.possessed_pickaxe.3612			40				Melee			4	6	Aggressive	
npc.possessed_priest.4210			90				Magic, Melee			4	6	Aggressive	
npc.praying_mantis.15430			18				Melee			4	2	Non-aggressive	
npc.prifddinas_guard.6595			105				Melee			4	10	Non-aggressive	
npc.prince_itzla_arkan.13784			250				Melee			4	12 (normal), 16 (special attack)	Aggressive	
npc.pygmy_kraken.15206			150				Magic			5	10	Aggressive	
npc.pyrefiend.433			45			30	Magic, Melee			4	4	Non-aggressive	
npc.pyrelord.6762			80			30	Magical Melee			4	5	Non-aggressive	
npc.queen_spawn.5776			45				Melee			4	7	Aggressive	
npc.rabbit.1852			1				Melee			4	1	Non-aggressive	
npc.radat.4759			22				Melee			4	3	Non-aggressive	
npc.radiant_sanguisphera.12370			20				Magic			4	1	Non-aggressive	
npc.ragnvald.3687			1				Melee			4	1	Non-aggressive	
npc.ram.1261			8				Melee			4	1	Non-aggressive	
npc.ranalph_devere.3966			130				Melee			4	13	Yes, when not holding the respective heart piece	
npc.ranging_ro.13664			1500, 3500				Ranged			4	16	Aggressive	
npc.ranis_drakan.8244			400				Magic, Melee			5	20	Aggressive	
npc.rannveig.3681			1				Melee			4	1	Non-aggressive	
npc.rat.2492			2				Melee			4	0	Non-aggressive	
npc.ravager.1704			23				Melee			4	7	Aggressive	
npc.reanimated_demon_spawn.7287			85				Melee			4	8	Aggressive	
npc.red_dragon.247			140				Dragonfire, Melee			4	14	Aggressive	
npc.redeyes.11272			160				Melee, Magic			4	14	Aggressive	
npc.reef_snake.15499			160							5			
npc.renegade_knight.3517			48				Melee			4	5	Aggressive	
npc.repugnant_spectre.7403			380			60	Magic			4	39	Non-aggressive	
npc.revenant_cyclops.7934			110				Melee, Ranged, Magic			6	16	Aggressive	
npc.revenant_dark_beast.7938			140				Melee, Ranged, Magic			5	23	Aggressive	
npc.revenant_demon.7936			80				Melee, Ranged, Magic			5	15	Aggressive	
npc.revenant_dragon.7940			155				Melee, Ranged, Magic			5	30	Aggressive	
npc.revenant_goblin.7931			14				Melee, Ranged, Magic			5	3	Aggressive	
npc.revenant_hellhound.7935			80				Melee, Ranged, Magic			5	14	Aggressive	
npc.revenant_hobgoblin.7933			72				Melee, Ranged, Magic			4	8	Aggressive	
npc.revenant_imp.7881			10				Melee, Ranged, Magic			5	2	Aggressive	
npc.revenant_knight.7939			143				Melee, Ranged, Magic			5	27	Aggressive	
npc.revenant_maledictus.11246			1250				Ranged, Magic			5	30	Aggressive	
npc.revenant_ork.7937			105				Melee, Ranged, Magic			5	20	Aggressive	
npc.revenant_pyrefiend.7932			48				Melee, Ranged, Magic			5	5	Aggressive	
npc.river_troll.6732			25, 40, 60, 85, 120, 170				Melee			4	2, 4, 5, 7, 11, 14	Aggressive	
npc.riyl_shade.1282			76				Melee			4	6	Aggressive	
npc.riyl_shadow.1281			76				Melee			4	6	Aggressive	
npc.robert_the_strong.8057			280				Ranged			4	34 (Ranged), 50+ (Special)	Aggressive	
npc.rock.925			140				Melee				30	Aggressive	
npc.rock_crab.100			50				Melee			4	1	Aggressive	
npc.rock_lobster.5944			150				Melee			2	11	Aggressive	
npc.rocnar.143			100				Melee			6	12	Aggressive	
npc.rogue.526			17				Melee			4	2	Non-aggressive	
npc.rooster.1175			7				Melee			4	1	Non-aggressive	
npc.rowdy_guard.4654			60										
npc.rowdy_slave.4634			16				Melee			4	2	Aggressive	
npc.rune_dragon.8027			330				Melee, Ranged, Magic, Dragonfire			4	29 (Melee), 31 (Ranged), 26 (Magic), 40 (range special), 50 (Dragonfire)	Aggressive	
npc.runite_golem.6600			120				Melee			4	16	Non-aggressive	
npc.ruptura_araxyte.13673			58			92	All			6	15	Aggressive	Poison
npc.rusty.3281			7				Melee			4	1	Non-aggressive	
npc.salarin_the_twisted.304			70				Melee			4	7	Aggressive	
npc.san_tojalon.3964			120				Melee			4	12	Non-aggressive	
npc.sand_crab.5935			60				Melee			4	1	No, Yes	
npc.sand_snake.7895			60				Melee			4	3	Aggressive	
npc.sanguidae.15756			10				Melee			3	10	Aggressive	
npc.sarachnis.8713			400				Melee, Ranged			4	31	Aggressive	
npc.saradomin_priest.2209			89				Magic			5	20	Aggressive	
npc.saradomin_wizard.2955			120				Magic, Melee			4	14	Aggressive	Poison
npc.scarab_mage.794			50				Magic			15, 5	17	Aggressive	
npc.scarab_swarm.1782			25				Melee			1	1	Aggressive	Poison
npc.scarabs.729			25				Melee			1	1	Aggressive	Poison
npc.scarred_black_demon.12386			157				Melee			4	17	Aggressive	
npc.scarred_greater_demon.12373			87, 180				Melee			4	10	Aggressive	
npc.scarred_hellhound.12374			25				Melee			4	11	Aggressive	
npc.scarred_imp.12377			25				Melee			4	1	Non-aggressive	
npc.scarred_lesser_demon.12360			79, 100, 70				Melee, Magic, Ranged			4, 3	9, 12, 19	Aggressive	
npc.scion.5918			50				Ranged, Melee			4	16 (Ranged), 10 (Melee)	Aggressive	
npc.scorpia.6615			200				Melee			4	16	Aggressive	Poison
npc.scorpia_s_guardian.6617			70							N, A	4	Non-aggressive	
npc.scorpion			2, 17, 37, 15, 55				Melee			4	0, 2, 4, 15, 6	Aggressive	Poison
npc.screaming_banshee.7390			61			15	Magical Melee			4	7	Non-aggressive	
npc.screaming_twisted_banshee.7391			220			15	Magical Melee			4	12	Non-aggressive	
npc.scurrius.7221			500, 1500				Magic, Ranged, Melee			4	13 (Melee), 8 (Magic), 7 (Ranged), 22 (Rockfall), 14 (Magic), 13 (Ranged), 24 (Rockfall)	Aggressive	
npc.sea_snake_hatchling.1098			50			40	Melee			4	6	Non-aggressive	Poison
npc.sea_snake_young.1097			85			40	Melee			4	8	Non-aggressive	Poison
npc.sea_troll.4308			80, 100				Melee			4, 3	6, 7, 8, 10	Aggressive	
npc.sea_troll_queen.4315			200				Melee, Magic			4	16 (Melee), 37 (Magic), 254 (on Wise Old Man)	Aggressive	
npc.seagull.1338			6				Melee			4	0	Non-aggressive	
npc.sergeant_grimspike.2218			146				Ranged			5	21	Aggressive	
npc.sergeant_steelwill.2217			127				Magic			5	15	Aggressive	
npc.sergeant_strongstack.2216			128				Melee			5	15	Aggressive	
npc.serpent_shaman.12811			125				Magic			5	28	Aggressive	
npc.shade.5633			170, 115				Melee			4	14, 15	Non-aggressive	
npc.shadow_hound.3449			62				Melee			4	6	Aggressive	
npc.shadow_keeper.12248			100				Melee			4	12	Aggressive	
npc.shadow_spider.3016			55				Melee			4	5	Aggressive	
npc.shadow_warrior.2853			67				Melee			4	6	Aggressive	
npc.shadow_wyrm.10398			290			62	Magic, Melee			4	28	Non-aggressive	
npc.shaeded_beast.8709			210				Magic			4	30	Aggressive	
npc.shantay_guard.4643			32				Melee			4	3	Aggressive	
npc.shellbane_gryphon.14860			400			51	Melee, Ranged			5	22, 64 (whirlwinds), 30 (knockback)	Aggressive	
npc.shifter.1694			23				Melee			4	5	Aggressive	
npc.shipyard_worker.5457			10				Melee			4	2	Non-aggressive	
npc.shockwave_colossus.12819			125				Magic			5	56	Aggressive	
npc.sigmund.991			60				Melee			4	5	Aggressive	
npc.sir_bedivere.4361			90				Melee			5	14	Aggressive	
npc.sir_carl.8988			57				Melee			5	8	Non-aggressive	
npc.sir_gawain.4356			110				Melee			5	19	Aggressive	
npc.sir_harry.8989			57				Melee			5	8	Non-aggressive	
npc.sir_jerro.8987			57				Melee			5	8	Non-aggressive	
npc.sir_kay.4355			110				Melee			5	22	Aggressive	
npc.sir_lancelot.4354			115				Melee			4	23	Aggressive	
npc.sir_leye.4682			20				Melee			5	3	Aggressive	
npc.sir_lucan.4357			105				Melee			5	19	Aggressive	
npc.sir_mordred.3527			38				Melee			4	5	Non-aggressive	
npc.sir_palomedes.4358			100				Melee			5	18	Aggressive	
npc.sir_pelleas.4360			99				Melee			5	15	Aggressive	
npc.sir_tristram.4359			105				Melee			5	15	Aggressive	
npc.skeletal_miner.3615			39				Melee			4	6	Aggressive	
npc.skeletal_wyvern.465			200			72	Melee, Ranged			6	13	Aggressive	
npc.skeleton.70			29				Melee			4	3	Aggressive	
npc.skeleton_brute.1538			124				Melee			4	15	Aggressive	
npc.skeleton_champion.3358			58				Ranged			4	5	Aggressive	
npc.skeleton_fremennik.4491			25, 35, 40				Melee			6	5, 6, 8	Non-aggressive	
npc.skeleton_heavy.1540			124				Melee			4	15	Non-aggressive	
npc.skeleton_hellhound.5054			55				Melee			4	12	Aggressive	
npc.skeleton_hero.1537			124				Melee			4	18	Aggressive	
npc.skeleton_mage.84			17				Magic, Melee			4	3	Aggressive	
npc.skeleton_thug.1541			124				Melee			4	15	Aggressive	
npc.skeleton_warlord.1539			124				Melee			4	15	Aggressive	
npc.skoblin.11268			30				Melee			4	5	Aggressive	
npc.skogre.872			71				Melee			6	5	Aggressive	Poison
npc.skotizo.7286			450				Melee, Magic			Random	38	Aggressive	
npc.skraeling.773			1				Melee				1	Non-aggressive	
npc.slagilith.1362			60				Melee			4	13	Aggressive	
npc.slash_bash.882			100				Melee, Ranged			6	13	Aggressive	Poison
npc.slug_prince.4797			70				Melee			4	6	Aggressive	
npc.small_lizard.462			15			22	Melee			4	2	Non-aggressive	
npc.small_scarab.14126			40				Melee			4	1	Aggressive	
npc.smoke_devil.498			185			93	Magic, Ranged			4	20	Non-aggressive	
npc.snailfeet.11270			80				Melee, Ranged			4	6	Aggressive	
npc.snake.1037			25				Melee			4	3	Aggressive	Poison
npc.snakeling.2045			1				Magic, Melee			3	13, 15	Aggressive	Poison, Venom
npc.snothead.11269			50				Melee			4	4	Aggressive	
npc.sofiya.2626			60				Melee			4	2	Non-aggressive	
npc.sol_heredit.12821			1500				Various			Varies	44 (Typeless AOE), 44 (Grapple), 15-25-35 (Triple Parry 1), 15-30-45 (Triple Parry 2)	Aggressive	
npc.soldier_scarab.11724			40				Melee			7	17	Aggressive	
npc.soldier_tier_1.6905			50				Melee			7	5	Non-aggressive	
npc.soldier_tier_2.6907			50				Melee			4	7	Non-aggressive	
npc.soldier_tier_3.6909			55				Melee			5	7	Non-aggressive	
npc.soldier_tier_4.6911			65				Melee			5	8	Non-aggressive	
npc.soldier_tier_5.6913			90				Melee			4	10	Non-aggressive	
npc.solus_dellagar.4962					Attackable quest form used for the final Wanted! confrontation		Magic						
npc.sorebones.561			52				Melee			4	6	Non-aggressive	
npc.sotetseg.8388			2240, 4000				Melee, Magic			5	20 (Melee), 22 (Ranged), 22 (Magic), 45 (Melee), 50 (Ranged), 50 (Magic)	Non-aggressive	
npc.sourhog.10435			40			1	Melee, Ranged			5	6, 20-30 (without Reinforced goggles)	Aggressive	
npc.spawn.5916			15				Ranged, Melee			4	9 Ranged, 4 Melee	Aggressive	
npc.spawn_of_sarachnis.8714			30				Magic, Melee			4, 3	11, 13	Aggressive	
npc.speedy_keith.303			37				Melee			4	4	Non-aggressive	
npc.spider			22				Melee			4	6	Aggressive	
npc.spidine.3602			35				Melee			4	5	Aggressive	
npc.spiked_turoth.10397			195			55	Melee			4	29	Non-aggressive	
npc.spindel.11998			515				Melee, Magic, Ranged			4	14 (Melee), 31 (Ranged), 24 (Magic)	Aggressive	
