card_id	examine_text	source	reference
npc.imre.2614	A well organised shop keeper.	Old School RuneScape Wiki	Imre; revision 15250570; canonical ID 2614
npc.indis.9086	A visitor to the tower.	Old School RuneScape Wiki	Indis; revision 14769589; canonical ID 9086
npc.infernal_mage.443	An evil magic user.	Old School RuneScape Wiki	Infernal Mage; revision 15199194; canonical ID 443
npc.infernal_pyrelord.9465	A huge demonic being of fire.	Old School RuneScape Wiki	Infernal pyrelord; revision 15200191; canonical ID 9465
npc.inga.3946	One of Rellekka's many citizens.	Old School RuneScape Wiki	Inga; revision 14983964; canonical ID 3946
npc.ingwe.9071	A masterful blacksmith.	Old School RuneScape Wiki	Ingwe; revision 14932388; canonical ID 9071
npc.ingwion.9064	Maybe he couldn't cut it in the dungeon.	Old School RuneScape Wiki	Ingwion; revision 14769600; canonical ID 9064
npc.insatiable_bloodveld.7397	I wouldn't want to get near that tongue.	Old School RuneScape Wiki	Insatiable Bloodveld; revision 15259858; canonical ID 7397
npc.insatiable_mutated_bloodveld.7398	I wouldn't want to get near that tongue.	Old School RuneScape Wiki	Insatiable mutated Bloodveld; revision 15199919; canonical ID 7398
npc.invrigar_the_necromancer.511	An evil user of Magic powers	Old School RuneScape Wiki	Invrigar the Necromancer; revision 15233777; canonical ID 511
npc.iorwerth_archer.3428	She looks pretty handy with that bow.	Old School RuneScape Wiki	Iorwerth Archer; revision 15200145; canonical ID 3428
npc.iorwerth_warrior.3429	I don't want to get on the wrong side of [him/her].	Old School RuneScape Wiki	Iorwerth Warrior; revision 15200144; canonical ID 3429
npc.irina.2622	I bet she works out.	Old School RuneScape Wiki	Irina; revision 15199956; canonical ID 2622
npc.irksol.3203	Is he invisible or just a set of floating clothing?	Old School RuneScape Wiki	Irksol; revision 15169174; canonical ID 3203
npc.iron_bill.14915	Has a bit of a heavy personality.	Old School RuneScape Wiki	Iron Bill; revision 15197635; canonical ID 14915
npc.iron_dragon.272	Its scales seem to be made of iron.	Old School RuneScape Wiki	Iron dragon; revision 15273774; canonical ID 272
npc.irvig_senay.3965	The spirit of a long-dead warrior.	Old School RuneScape Wiki	Irvig Senay; revision 15215870; canonical ID 3965
npc.ishmael.10618	A seasoned fisherman, turned fishmonger.	Old School RuneScape Wiki	Ishmael; revision 15196815; canonical ID 10618
npc.islwyn.8675	An elven bowyer.	Old School RuneScape Wiki	Islwyn; revision 15199037; canonical ID 8675
npc.ithoi_the_navigator.7964	He's so fired.	Old School RuneScape Wiki	Ithoi the Navigator; revision 15200044; family ID match 7964
npc.ivan_strom.9532	A member of the Myreque and an aspiring young priest.	Old School RuneScape Wiki	Ivan Strom; revision 15247755; canonical ID 9532
npc.iwan.9153	A man with a mace.	Old School RuneScape Wiki	Iwan; revision 15084406; canonical ID 9153
npc.jack.8037	He sells capes.	Old School RuneScape Wiki	Jack; revision 15194753; canonical ID 8037
npc.jackal.4185	He has had his day.	Old School RuneScape Wiki	Jackal; revision 15199397; canonical ID 4185
npc.jade.2472	Bank staff.	Old School RuneScape Wiki	Jade (Warriors' Guild); revision 15273501; verified ID 2472
npc.jaguar.12976	The most powerful cat in all of Varlamore.	Old School RuneScape Wiki	Jaguar; revision 15200503; canonical ID 12976
npc.jaguar_cub.12977	The most ambitious cat in all of Varlamore.	Old School RuneScape Wiki	Jaguar cub; revision 15200504; canonical ID 12977
npc.jaguar_warrior.12810	A furry with a score to settle.	Old School RuneScape Wiki	Jaguar warrior; revision 15200479; canonical ID 12810
npc.jail_guard.4276	A dangerous looking guard.	Old School RuneScape Wiki	Jail guard; revision 15199200; canonical ID 4276
npc.jailer.300	Guards prisoners for the black knights.	Old School RuneScape Wiki	Jailer; revision 15199648; canonical ID 300
npc.jake.3863	A deadly pirate.	Old School RuneScape Wiki	Jake; revision 15199649; canonical ID 3863
npc.jal_ak.7693	Slow and powerful. It seems to use its attacks wisely.	Old School RuneScape Wiki	Jal-Ak; revision 15199992; canonical ID 7693
npc.jal_akrek_ket.7696	It might be smaller, but I still don't want to be near that thing.	Old School RuneScape Wiki	Jal-AkRek-Ket; revision 15200001; canonical ID 7696
npc.jal_akrek_mej.7694	It might be smaller, but I still don't want to be near that thing.	Old School RuneScape Wiki	Jal-AkRek-Mej; revision 15199996; canonical ID 7694
npc.jal_akrek_xil.7695	It might be smaller, but I still don't want to be near that thing.	Old School RuneScape Wiki	Jal-AkRek-Xil; revision 15199993; canonical ID 7695
npc.jal_imkot.7697	Those are some powerful claws.	Old School RuneScape Wiki	Jal-ImKot; revision 15214928; canonical ID 7697
npc.jal_mejjak.7708	A lava born creature with healing powers.	Old School RuneScape Wiki	Jal-MejJak; revision 15228967; canonical ID 7708
npc.jal_mejrah.7692	A dangerous flying creature.	Old School RuneScape Wiki	Jal-MejRah; revision 15199994; canonical ID 7692
npc.jal_nib.7691	Small and aggravating, but cute.	Old School RuneScape Wiki	Jal-Nib; revision 15199995; canonical ID 7691
npc.jal_xil.7698	Holy projectile.	Old School RuneScape Wiki	Jal-Xil; revision 15199999; canonical ID 7698
npc.jal_zek.7699	Goodness, gracious, great balls of fire!	Old School RuneScape Wiki	Jal-Zek; revision 15225612; canonical ID 7699
npc.jaltok_jad.7700	Large, destructive, enthralling.	Old School RuneScape Wiki	JalTok-Jad; revision 15200000; canonical ID 7700
npc.jamila.3892	Runs the craft stall.	Old School RuneScape Wiki	Jamila; revision 15221156; canonical ID 3892
npc.jaraah.3344	Has the messy job of putting players back together again.	Old School RuneScape Wiki	Jaraah; revision 14888223; canonical ID 3344
npc.jardric.8106	A dwarven researcher and former boatman.	Old School RuneScape Wiki	Jardric; revision 15262148; canonical ID 8106
npc.jatix.8532	He runs the Herblore Shop.	Old School RuneScape Wiki	Jatix; revision 14993188; canonical ID 8532
npc.javelin_colossus.12817	At least he brought a loincloth.	Old School RuneScape Wiki	Javelin Colossus; revision 15200486; canonical ID 12817
npc.jeb.4803	A villager named Jeb.	Old School RuneScape Wiki	Jeb; revision 15229977; canonical ID 4803
npc.jeff.3282	Untrustworthy.	Old School RuneScape Wiki	Jeff; revision 15199875; canonical ID 3282
npc.jelly.437	Looks scared to see me.	Old School RuneScape Wiki	Jelly; revision 15275475; canonical ID 437
npc.jennella.3944	One of Rellekka's many citizens.	Old School RuneScape Wiki	Jennella; revision 15199887; canonical ID 3944
npc.jennifer.305	The local shopkeeper.	Old School RuneScape Wiki	Jennifer (Shayzien); revision 15239703; verified ID 305
npc.jhallan.12353	He's not what you'd call attractive.	Old School RuneScape Wiki	Jhallan; revision 15200088; family ID match 12353,12354
npc.jiminua.2893	Goods for sale and trade!	Old School RuneScape Wiki	Jiminua; revision 15066754; canonical ID 2893
npc.jittery_jim.15273	Any sudden noise puts the boom-boom into his heart.	Old School RuneScape Wiki	Jittery Jim; revision 15197451; canonical ID 15273
npc.jobless_jim.15254	Will sail for food.	Old School RuneScape Wiki	Jobless Jim; revision 15197379; canonical ID 15254
npc.joe.4019	Harpoon Joe.	Old School RuneScape Wiki	Joe; revision 15046937; canonical ID 4019
npc.jofridr_mordstatter.1884	Mistress of the stores.	Old School RuneScape Wiki	Jofridr Mordstatter; revision 14993191; canonical ID 1884
npc.jogre.2094	An aggressive humanoid.	Old School RuneScape Wiki	Jogre; revision 15259543; canonical ID 2094
npc.jogre_champion.3356	Champion of the jogres.	Old School RuneScape Wiki	Jogre Champion; revision 15213173; canonical ID 3356
npc.johnathon.5445	A well dressed nobleman.	Old School RuneScape Wiki	Johnathon; revision 15196329; canonical ID 5445
npc.jolly_jim.15283	Should have been called Roger.	Old School RuneScape Wiki	Jolly Jim; revision 15273314; canonical ID 15283
npc.jonny_the_beard.14139	Looks kind of shifty...	Old School RuneScape Wiki	Jonny the Beard; revision 15199578; canonical ID 14139
npc.jorzik.1561	He buys stuff.	Old School RuneScape Wiki	Jorzik; revision 14992018; canonical ID 1561
npc.joseph.2616	He keeps calling me comrade.	Old School RuneScape Wiki	Joseph; revision 15199886; canonical ID 2616
npc.jossik.4423	Apparently he keeps a lighthouse.	Old School RuneScape Wiki	Jossik; revision 15196239; canonical ID 4423
npc.jubbly_bird.4863	A large boisterous bird, a delicacy for ogres.	Old School RuneScape Wiki	Jubbly bird; revision 15267704; canonical ID 4863
npc.jubster.3604	A jubbly bird with claws.	Old School RuneScape Wiki	Jubster; revision 15206349; canonical ID 3604
npc.judge_of_yama.10938	In the name of Yama, you will be judged.	Old School RuneScape Wiki	Judge of Yama; revision 15215874; family ID match 14180
npc.jukat.3201	A being from a mysterious other realm.	Old School RuneScape Wiki	Jukat; revision 15169154; canonical ID 3201
npc.jumaane.7121	Bank with the monkey.	Old School RuneScape Wiki	Jumaane; revision 14892299; canonical ID 7121
npc.jungle_demon.1443	A Greater Jungle Demon. A magical aura emanates from its hide.	Old School RuneScape Wiki	Jungle Demon; revision 15199289; canonical ID 1443
npc.jungle_eagle.1488	A very large, very dangerous-looking birdy.	Old School RuneScape Wiki	Jungle eagle; revision 15196463; canonical ID 1488
npc.jungle_horror.1042	A horrible, emaciated ape like creature with beady red eyes.	Old School RuneScape Wiki	Jungle horror; revision 15199303; canonical ID 1042
npc.jungle_spider.3020	A barely visible deadly jungle spider.	Old School RuneScape Wiki	Jungle spider; revision 15239033; canonical ID 3020
npc.jungle_wolf.232	A rare jungle wolf - specific to the Kharazi jungle.	Old School RuneScape Wiki	Jungle Wolf; revision 15199942; canonical ID 232
npc.junior_jim.14975	Knows a thing or two about boats.	Old School RuneScape Wiki	Junior Jim; revision 15239708; canonical ID 14975
npc.junior_navigator.7764	Looks very young.	Old School RuneScape Wiki	Junior Navigator; revision 14965930; canonical ID 7764
npc.justiciar_zachariah.7858	A powerful Saradominist justiciar.	Old School RuneScape Wiki	Justiciar Zachariah; revision 15237747; canonical ID 7858
npc.justine.8721	Appears to have a whole host of things to trade.	Old School RuneScape Wiki	Justine; revision 15217983; canonical ID 8721
npc.juvenile_custodian_stalker.14702	Not fully grown.	Old School RuneScape Wiki	Juvenile custodian stalker; revision 15275182; canonical ID 14702
npc.k_ril_tsutsaroth.3129	A servant of the god Zamorak.	Old School RuneScape Wiki	K'ril Tsutsaroth; revision 15235043; canonical ID 3129
npc.kaiquir.15601	Fallen a bit too far from the tree.	Old School RuneScape Wiki	Kaiquir; revision 15180800; canonical ID 15601
npc.kalphite_guardian.959	I don't think insect repellent will work...	Old School RuneScape Wiki	Kalphite Guardian; revision 15240489; canonical ID 959
npc.kalphite_queen.963	I don't think insect repellent will work...	Old School RuneScape Wiki	Kalphite Queen; revision 15240484; canonical ID 963
npc.kalphite_soldier.138	I don't think insect repellent will work...	Old School RuneScape Wiki	Kalphite Soldier; revision 15240656; family ID match 957
npc.kalphite_worker.955	I don't think insect repellent will work...	Old School RuneScape Wiki	Kalphite Worker; revision 15240488; canonical ID 955
npc.kalrag.8993	A giant spider.	Old School RuneScape Wiki	Kalrag; revision 15199478; canonical ID 8993
npc.kamfreena.2461	Blademistress, skillful female warrior.	Old School RuneScape Wiki	Kamfreena; revision 14958206; canonical ID 2461
npc.kamil.3458	Ice warrior.	Old School RuneScape Wiki	Kamil; revision 15255931; canonical ID 3458
npc.karamel.4882	Pure evil lightly whipped with a juicy cherry on top.	Old School RuneScape Wiki	Karamel; revision 15215876; canonical ID 4882
npc.karil_the_tainted.1675	A vengeful spirit corrupted by dark magic.	Old School RuneScape Wiki	Karil the Tainted; revision 15199259; canonical ID 1675
npc.kasonde.12262	The Strangler has started to change him.	Old School RuneScape Wiki	Kasonde; revision 15265760; family ID match 12262,12263
npc.kasonde_the_craven.12331	A vengeful spirit corrupted by dark magic.	Old School RuneScape Wiki	Kasonde the Craven; revision 15200397; canonical ID 12331
npc.kathy_corkat.4299	Carries supplies to the Piscatoris Fishing Colony.	Old School RuneScape Wiki	Kathy Corkat; revision 15196263; canonical ID 4299
npc.kazemde.4755	A seller of many things.	Old School RuneScape Wiki	Kazemde; revision 14993205; canonical ID 4755
npc.kebbit.1494	A little bigger than usual...	Old School RuneScape Wiki	Kebbit (Eagles' Peak); revision 15199339; verified ID 1494
npc.keef.7105	Head of the city guard.	Old School RuneScape Wiki	Keef; revision 15199871; canonical ID 7105
npc.keepa_kettilon.1945	A rough-looking chef.	Old School RuneScape Wiki	Keepa Kettilon; revision 14992495; canonical ID 1945
npc.kelyn.9015	She seems to have a flair for vibrancy.	Old School RuneScape Wiki	Kelyn; revision 14813344; canonical ID 9015
npc.kenelme.7202	A merchant.	Old School RuneScape Wiki	Kenelme; revision 14992590; canonical ID 7202
npc.kephri.11719	The cursed mother.	Old School RuneScape Wiki	Kephri; revision 15200302; family ID match 11721
npc.ket_zek.3125	Good doggy-lizard-thing...	Old School RuneScape Wiki	Ket-Zek; revision 15215877; canonical ID 3125
npc.ketla_the_unworthy.12329	A vengeful spirit corrupted by dark magic.	Old School RuneScape Wiki	Ketla the Unworthy; revision 15212400; canonical ID 12329
npc.khazard_commander.4972	It's one of General Khazard's commanders.	Old School RuneScape Wiki	Khazard commander; revision 15199749; canonical ID 4972
npc.khazard_guard.1208	One of General Khazard's guards.	Old School RuneScape Wiki	Khazard Guard; revision 15199550; canonical ID 1208
npc.khazard_ogre.1225	Khazard's strongest ogre warrior.	Old School RuneScape Wiki	Khazard Ogre; revision 15199670; canonical ID 1225
npc.khazard_scorpion.1226	A large angry scorpion.	Old School RuneScape Wiki	Khazard Scorpion; revision 15199669; canonical ID 1226
npc.khazard_trooper.4969	It's one of General Khazard's warriors.	Old School RuneScape Wiki	Khazard trooper; revision 15199549; canonical ID 4969
npc.khazard_warlord.6390	He looks real nasty, smells bad too.	Old School RuneScape Wiki	Khazard warlord (hard); revision 15200664; canonical ID 6390
npc.killerwatt.469	A ball of electrical energy.	Old School RuneScape Wiki	Killerwatt; revision 15215878; canonical ID 469
npc.king.14496	A street smart bartender.	Old School RuneScape Wiki	King (Tal Teklan); revision 15258615; verified ID 14496
npc.king_black_dragon.239	One of the biggest, meanest dragons around.	Old School RuneScape Wiki	King Black Dragon; revision 15234126; canonical ID 239
npc.king_kurask.7405	Head honcho for the Kurask.	Old School RuneScape Wiki	King kurask; revision 15199908; canonical ID 7405
npc.king_narnode_shareen.8020	An important looking gnome.	Old School RuneScape Wiki	King Narnode Shareen; revision 15238353; canonical ID 8020
npc.king_roald.4163	Varrock's resident monarch. He looks strangely evil!	Old School RuneScape Wiki	King Roald (hard); revision 15200655; family ID match 6389
npc.king_sand_crab.7266	No one likes crabs...	Old School RuneScape Wiki	King Sand Crab; revision 15199881; canonical ID 7266
npc.king_scorpion.3027	Wow! Scorpions shouldn't grow that big.	Old School RuneScape Wiki	King Scorpion; revision 15199348; canonical ID 3027
npc.knight_of_ardougne.3297	A member of Ardougne's militia.	Old School RuneScape Wiki	Knight of Ardougne; revision 15267377; canonical ID 3297
